고객ID,나이,소득,근속연수,복지비사용액,만족도점수,건강지수,지원인원,성별,결혼상태,고용형태,학력,복지등급,지역,장애여부,웰니스참여,보육지원,정신건강지원,기록일자
CUST100249,,1632925.0,,,,,,남성,기혼,정규직,학사,표준,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100250,,3897056.0,,,,,,여성,기혼,비정규직,학사,가족형,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100251,79.18780753116692,4500234.0,41.342052460767434,95168.07117227686,92.80600015790331,101.7846254908585,27.13160673213668,여성,미혼,계약직,고졸,표준,울산,없음,아니오,아니오,예,2025-09-18
CUST100252,73.47460066045468,1107517.0,8.172753422582527,23402.064269624883,89.45065291090455,85.60706198738932,6.475369953824334,여성,기혼,정규직,고졸,표준,대전,없음,아니오,아니오,아니오,2025-09-18
CUST100253,69.77664457468204,3948867.0,22.618846848035286,57301.05729269199,89.38336218655417,58.61352680070164,18.748983897357174,여성,미혼,비정규직,고졸,기본,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100254,42.25413974776212,4973202.0,20.695527154830337,70001.03995526835,61.09752453978995,62.27078896815434,19.208883692735945,여성,기혼,은퇴,학사,기본,대구,없음,아니오,아니오,예,2025-09-18
CUST100255,59.87486106521767,2048430.0,33.08920916577042,86752.06433623089,109.52541652408893,79.94505027261606,26.82003053695502,여성,기혼,계약직,고졸,표준,대전,없음,아니오,아니오,예,2025-09-18
CUST100256,65.808335129832,5507086.0,19.738986434754576,31908.06051823201,74.84408375438639,82.36367437463382,11.798909434632764,,기혼,정규직,고졸,프리미엄,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100257,78.01498146053684,4002822.0,51.577628884614825,163728.07011827247,97.0888930850333,116.5783518297205,47.90265296844197,여성,미혼,비정규직,전문학사,표준,울산,없음,아니오,아니오,예,2025-09-18
CUST100258,49.21477118792187,2653985.0,9.354718615318495,7918.050727721709,67.56796121356908,69.44918265367112,4.220418187210486,남성,미혼,정규직,고졸,기본,울산,중증,아니오,아니오,아니오,2025-09-18
CUST100259,101.07402476835993,3433077.0,60.03947874823646,182179.06961392512,92.66441554652108,94.1504431642628,51.95464206873589,남성,사별,정규직,고졸,표준,기타,없음,아니오,아니오,아니오,2025-09-18
CUST100260,87.36900271497571,4169992.0,68.95858500806011,208677.08227403992,109.61680370117789,146.86515131058619,59.22269031292914,남성,기혼,은퇴,석사,표준,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100261,58.101073471916706,3591206.0,26.117282189709993,62119.05539682542,90.8799535180789,60.77750870690198,20.06597257608703,남성,미혼,정규직,고졸,표준,인천,없음,아니오,예,아니오,2025-09-18
CUST100262,39.822181275880965,4146507.0,35.30954366259934,79259.0631730034,96.80723139640416,107.6234912453374,22.766939367924593,남성,미혼,무직,학사,가족형,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100263,,2395191.0,,,,,,남성,미혼,정규직,학사,프리미엄,대전,없음,예,아니오,예,2025-09-18
CUST100264,74.87060607632331,3703232.0,48.45215067186126,134045.0758963789,108.18854718347922,120.49661433211763,38.7812468433874,여성,기혼,은퇴,학사,기본,기타,없음,아니오,아니오,아니오,2025-09-18
CUST100265,44.60573579685732,1803542.0,30.64719154606772,63957.05155084077,78.87470783005223,72.5161892321548,17.56550228921707,여성,기혼,정규직,학사,가족형,광주,경증,아니오,아니오,아니오,2025-09-18
CUST100266,80.35052367479774,3366528.0,23.406460285865833,70300.06370742458,90.19447094373449,79.46200787042484,21.315285338548772,기타,기혼,정규직,전문학사,표준,광주,경증,아니오,아니오,아니오,2025-09-18
CUST100267,57.25231436643695,2415310.0,42.817166164518355,120903.06259021195,98.03447291210763,95.3079042152955,36.16876549656334,남성,기혼,정규직,석사,프리미엄,대구,없음,예,아니오,아니오,2025-09-18
CUST100268,113.2376700330367,2617364.0,85.30284318195396,281056.0826904618,123.42835487550396,124.49378012462661,78.04218513761222,여성,기혼,정규직,학사,기본,인천,없음,아니오,예,아니오,2025-09-18
CUST100269,,4983311.0,,,,,,여성,미혼,정규직,석사,프리미엄,기타,없음,예,아니오,예,2025-09-18
CUST100270,76.18488281736639,4809572.0,25.910721592587965,62365.07485526791,102.16298072675829,108.54471185456076,20.153497150303085,남성,미혼,계약직,학사,기본,대전,없음,아니오,아니오,아니오,2025-09-18
CUST100271,47.74311656764332,4230965.0,28.74768346279246,86287.0573700357,119.09033915021617,62.629538946068855,23.68666270475951,여성,기혼,정규직,박사,표준,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100272,78.85054021178422,2189224.0,27.870407514633584,86682.06467753416,105.20821431965066,74.23004168855546,23.802570246775815,,이혼,계약직,학사,기본,울산,없음,아니오,아니오,아니오,2025-09-18
CUST100273,71.1533202912072,3120309.0,37.08112521191119,105968.0689143585,123.80721513210689,76.90227742477177,31.08693754864908,남성,기혼,정규직,박사,기본,광주,없음,아니오,아니오,예,2025-09-18
CUST100274,51.86650989290391,4955717.0,23.763029932742327,79457.05703668653,94.75522871902106,82.5713539297237,24.81517040363613,여성,기혼,정규직,학사,기본,광주,없음,아니오,예,예,2025-09-18
CUST100275,99.1262845052475,3670060.0,55.81252059513921,189587.0855948584,149.26255640076192,108.55502391012188,54.00041042150768,여성,,은퇴,학사,기본,광주,없음,예,아니오,예,2025-09-18
CUST100276,54.65161762736279,6283195.0,20.68733726924732,38583.06704654979,110.44059224646324,88.28399747572679,10.634458342346225,남성,이혼,정규직,학사,기본,기타,없음,아니오,아니오,아니오,2025-09-18
CUST100277,65.5307840036296,3971981.0,33.69937938785259,114666.05634456036,76.95240776420643,93.39273209760101,32.45541022785227,남성,미혼,정규직,석사,프리미엄,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100278,74.44338486870573,3730458.0,43.664847845825896,117944.07076966565,107.14252852787962,99.09862978515365,33.36778694875367,남성,미혼,정규직,박사,기본,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100279,48.527830344802716,3129060.0,20.514119145198897,41807.05677740056,84.6064775993559,82.35631095267529,12.506042440524517,남성,이혼,정규직,전문학사,표준,대구,없음,아니오,아니오,아니오,2025-09-18
CUST100280,74.31084407762967,3660249.0,35.767865594749736,113839.06555656288,96.33350053031774,97.0003721117417,32.2386746316062,여성,기혼,무직,석사,기본,울산,중증,아니오,아니오,예,2025-09-18
CUST100281,82.05865628989194,3317036.0,37.620229669766076,120180.07367452145,111.84716511049851,106.8409281835577,32.98376975844533,여성,미혼,비정규직,전문학사,가족형,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100282,,4349730.0,,,,,,남성,기혼,정규직,학사,가족형,대구,없음,아니오,아니오,아니오,2025-09-18
CUST100283,36.72730813075285,4648042.0,11.406905198644244,35250.05298505642,70.5385888813742,103.16038102225201,10.706719634987673,여성,,무직,고졸,기본,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100284,,2556812.0,,,,,,남성,미혼,정규직,전문학사,표준,기타,없음,아니오,아니오,아니오,2025-09-18
CUST100285,32.097091091182996,1902520.0,23.229554267207224,51138.05863010669,103.91877404714177,90.11487967737473,14.063106351166061,남성,이혼,정규직,석사,기본,대구,없음,예,아니오,아니오,2025-09-18
CUST100286,47.79125603623723,1296553.0,18.157467254809024,28206.05524281581,82.33843768474789,75.96357666469618,7.7806042339242865,,미혼,은퇴,고졸,가족형,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100287,52.39705607076084,4109589.0,8.307785046296669,12201.057161933695,84.72458813459667,79.1898219468821,3.4006497869230796,여성,기혼,비정규직,학사,표준,인천,중증,아니오,아니오,예,2025-09-18
CUST100288,53.8851552394159,2175960.0,12.419426910942589,32226.047612184608,76.5163059326359,53.03489262727146,8.873959082303374,남성,미혼,계약직,학사,기본,부산,없음,예,아니오,아니오,2025-09-18
CUST100289,55.15167281120845,1000000.0,35.503530081707,76834.0634762,99.55306687298078,86.84165831844278,22.103576593198028,남성,기혼,비정규직,고졸,표준,부산,없음,예,아니오,예,2025-09-18
CUST100290,46.23442092784188,3966294.0,22.366483009317843,26212.04653111687,60.99777285835655,58.176909126310086,8.224933348804987,남성,미혼,계약직,전문학사,기본,대구,없음,예,아니오,아니오,2025-09-18
CUST100291,73.20706873953506,6491599.0,50.307726196704024,135291.07035024924,101.02079858853105,106.99619657770644,38.1168638442978,여성,,은퇴,학사,표준,서울,없음,아니오,아니오,예,2025-09-18
CUST100292,,3492714.0,,,,,,기타,기혼,정규직,고졸,프리미엄,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100293,81.30622756745514,4506188.0,33.04784442342107,106566.06070596077,81.67171561439034,84.63807252611375,30.242290992168805,남성,,정규직,석사,표준,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100294,105.49049083577859,3598195.0,64.8115670772088,216467.0714577168,117.90413603497174,83.75542942419378,59.34611728464763,남성,미혼,정규직,박사,표준,서울,없음,예,예,아니오,2025-09-18
CUST100295,90.03965831758482,3381332.0,69.01014761652817,207506.07665630337,132.68916048514174,94.18818373817308,58.896877487356335,여성,미혼,비정규직,전문학사,기본,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100296,80.94837045950585,,38.76676356259151,105224.07069919488,102.3142783754947,96.91970474991574,28.885271692632088,여성,미혼,정규직,고졸,기본,서울,없음,예,아니오,예,2025-09-18
CUST100297,53.33939096804752,3151670.0,21.83799470415245,30204.056702371156,92.2759652292107,56.753027623457925,12.328188277978503,남성,미혼,정규직,학사,기본,광주,없음,예,아니오,아니오,2025-09-18
CUST100298,,3820870.0,,,,,,여성,기혼,정규직,학사,프리미엄,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100299,78.64141508353292,3886037.0,32.90177404105373,107777.06265659911,101.99465784537745,73.93528487394606,30.576187112150528,여성,기혼,은퇴,전문학사,기본,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100300,134.59164348416755,2698291.0,119.94914831552774,373311.10683287075,162.61572496878168,163.64257855085958,104.3269810524827,남성,기혼,비정규직,고졸,표준,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100301,38.349517614109544,4690450.0,4.554446831385343,12051.047604958098,85.8741878699499,54.24982018612076,7.348777685940957,여성,기혼,정규직,학사,표준,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100302,72.37087172623073,3290048.0,27.801453816990353,81267.06957756035,111.85131116106,91.6195858252156,22.324769114975894,여성,미혼,정규직,석사,기본,대구,없음,예,아니오,아니오,2025-09-18
CUST100303,,2593105.0,,,,,,여성,미혼,정규직,학사,표준,인천,없음,아니오,아니오,예,2025-09-18
CUST100304,66.18979086771127,4143811.0,42.68083432099502,91533.0682946826,112.61753523557077,79.006704309523,26.133429314575377,남성,미혼,정규직,학사,표준,기타,없음,예,아니오,예,2025-09-18
CUST100305,70.31309531822363,2421838.0,50.428762815245385,99281.06557173854,99.30735238427873,73.881386748809,27.25198546640846,남성,기혼,정규직,박사,표준,대구,없음,예,아니오,예,2025-09-18
CUST100306,68.9732866320265,3533817.0,21.6908735956827,43408.067752102696,95.84629326316737,91.45242387720542,12.956034086832444,남성,기혼,무직,학사,표준,기타,없음,아니오,아니오,아니오,2025-09-18
CUST100307,78.48104365680888,3489057.0,52.21186798550864,161768.07445253865,116.75943519503237,112.50871704137974,45.37122900367797,남성,미혼,은퇴,학사,표준,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100308,71.85098370069754,,33.96765271291772,86713.05550253036,80.01405077357008,63.83147404996968,24.80064934026466,여성,미혼,정규직,학사,표준,광주,없음,예,예,아니오,2025-09-18
CUST100309,66.24055758307341,4069637.0,39.253899942019004,99012.06511397478,102.43362791556831,85.31294138263182,28.178095824166334,,기혼,정규직,박사,표준,대구,없음,예,예,아니오,2025-09-18
CUST100310,86.74630069485785,3469967.0,54.97176513402165,173695.06758011598,103.97175714661925,93.19441839378858,47.630227061981024,여성,,정규직,학사,프리미엄,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100311,73.06721813822419,4481319.0,34.141807799754645,65568.07707360499,117.7244436759376,98.02458687653356,19.03316957214845,기타,,정규직,석사,기본,대전,없음,아니오,아니오,아니오,2025-09-18
CUST100312,105.97269091509416,5168249.0,65.42662418515839,199949.08801854122,120.96643778385565,136.36009622935788,56.83932045681986,남성,미혼,정규직,학사,표준,기타,없음,예,아니오,예,2025-09-18
CUST100313,57.98608406874051,4169372.0,15.90795803040266,25297.052570247582,88.54985185261725,45.26383849253934,8.981246016654408,여성,미혼,정규직,학사,기본,부산,없음,아니오,아니오,예,2025-09-18
CUST100314,,3512423.0,,,,,,여성,이혼,정규직,전문학사,기본,대전,없음,예,예,아니오,2025-09-18
CUST100315,53.29580138756048,1925796.0,20.07016314012885,41004.04758301618,64.58618468232912,60.15854595667289,13.276373277273386,남성,기혼,계약직,전문학사,표준,대전,경증,아니오,아니오,아니오,2025-09-18
CUST100316,58.74485960762497,2221863.0,19.470514071004125,31717.04840631191,52.08647169714223,68.10939136815935,9.734413506148918,,미혼,비정규직,석사,가족형,부산,없음,예,아니오,아니오,2025-09-18
CUST100317,114.6623108730213,3133730.0,84.09348638656066,278915.09481292765,158.45385273283196,133.18455669289443,78.46860843180596,남성,기혼,비정규직,전문학사,가족형,대전,없음,아니오,아니오,아니오,2025-09-18
CUST100318,52.38890294925124,2768585.0,11.03415008847196,26697.06714010028,102.43825405563474,104.202794908669,8.379914416794053,여성,기혼,정규직,학사,기본,대전,없음,예,아니오,아니오,2025-09-18
CUST100319,64.2093298489203,3275634.0,26.147302795790292,88018.05302722155,84.76214200814985,68.24379081013318,24.156073905590684,여성,미혼,무직,전문학사,표준,대전,중증,아니오,아니오,아니오,2025-09-18
CUST100320,49.80117819304447,3567979.0,15.410647097624773,24619.050746530243,53.77460171027831,85.98889520880535,8.7929677136094,남성,미혼,은퇴,석사,표준,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100321,101.69255529648684,4135631.0,65.71069925142798,191690.07631466645,118.82837480476476,90.36003455827343,54.56592458226611,여성,미혼,정규직,고졸,기본,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100322,48.59134593108681,3415401.0,25.875328149216323,60284.0473512782,74.18153782370113,57.32648196270734,18.55519954934994,여성,미혼,정규직,석사,프리미엄,대전,없음,예,아니오,예,2025-09-18
CUST100323,114.58421968363362,4083801.0,64.80439538404026,173070.0843180751,108.9189408244616,107.45612803724802,52.47474195774343,남성,기혼,정규직,학사,프리미엄,광주,없음,아니오,아니오,예,2025-09-18
CUST100324,64.40547228513931,3577369.0,43.49895835285128,128728.06859086851,115.94547693143362,96.60762724416607,37.31816634004134,남성,미혼,정규직,고졸,가족형,울산,없음,아니오,아니오,예,2025-09-18
CUST100325,119.88060749997179,1129440.0,107.66437785491267,338014.0868576168,162.37883011346193,95.89355781855637,92.64269260661801,남성,기혼,정규직,학사,기본,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100326,60.44475138122206,2372797.0,6.279409168101405,19670.05580631719,64.94250087684883,90.69439004221098,7.443776178245924,여성,사별,정규직,전문학사,기본,울산,없음,아니오,아니오,아니오,2025-09-18
CUST100327,60.638678971785716,3327094.0,14.318306316339996,34970.04982195812,90.25471104750629,35.005354595834156,12.627021980135583,여성,미혼,정규직,전문학사,프리미엄,인천,없음,아니오,아니오,예,2025-09-18
CUST100328,,2048366.0,,,,,,여성,기혼,정규직,전문학사,프리미엄,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100329,,4219914.0,,,,,,여성,기혼,정규직,고졸,가족형,대구,없음,아니오,아니오,아니오,2025-09-18
CUST100330,60.140699000825286,5336900.0,24.77830861541366,69495.06814743631,92.88100364219142,116.8624679990643,20.09919228020795,여성,기혼,은퇴,박사,기본,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100331,112.91167216511123,4962514.0,92.3499205120232,298031.0943769963,160.20691812023458,130.71266195057376,84.7018429965156,남성,기혼,정규직,고졸,표준,인천,경증,예,아니오,아니오,2025-09-18
CUST100332,64.93755001602075,3243868.0,25.90038807776306,83377.05597905269,100.9094314361579,59.42487322698917,22.88857773477661,여성,미혼,비정규직,학사,표준,서울,없음,예,아니오,아니오,2025-09-18
CUST100333,44.70726145994909,5288871.0,16.604283610572722,42450.0579946644,84.08121961068288,98.50934220724932,11.683707419316539,남성,기혼,정규직,전문학사,기본,대구,없음,아니오,아니오,아니오,2025-09-18
CUST100334,100.9889543624746,3678400.0,61.32997526507101,174504.09055256288,140.60315197714627,122.90512808465513,48.87526710737782,남성,기혼,정규직,학사,표준,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100335,63.54152347719208,3095496.0,33.83728525781891,85549.0626348243,103.80087686025018,76.95305881058893,23.489667538868492,여성,이혼,정규직,전문학사,표준,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100336,56.960192031350836,2763916.0,34.93783641664383,90731.05668998252,89.69583985890071,75.90225940645635,25.901895324596154,남성,미혼,정규직,학사,기본,대전,없음,아니오,아니오,예,2025-09-18
CUST100337,75.54166912340891,3137036.0,45.963986005525115,136535.06460035854,102.1501655659983,85.19686667264577,38.45197942270272,여성,기혼,정규직,학사,표준,기타,없음,아니오,아니오,아니오,2025-09-18
CUST100338,84.58188719410605,3034187.0,46.86790404546872,140318.06823736013,101.47403552155971,92.81458816501141,38.49189852579666,여성,미혼,정규직,학사,표준,부산,없음,아니오,예,예,2025-09-18
CUST100339,44.52698316072594,3704499.0,12.796190040761125,34523.055002248955,90.83912144778347,79.09173109892107,9.510429005216297,남성,사별,정규직,고졸,표준,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100340,50.249791988832406,3692688.0,28.831243056397188,66304.05261175332,80.60818287089296,70.88578972223078,19.209179251833138,남성,기혼,비정규직,학사,가족형,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100341,50.19522707720435,3503655.0,14.668858347250016,22416.050357605905,71.6753970423937,62.56033825033416,9.189455942883402,여성,기혼,정규직,전문학사,표준,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100342,73.75602063486247,4024325.0,40.019436189438395,108143.07436242359,117.10093045998595,102.72825486036974,30.688041359135052,여성,기혼,비정규직,고졸,표준,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100343,110.75923356563406,4928775.0,83.6363674993675,275663.0847723775,149.26938594042286,105.09421456842071,77.5678117932221,남성,미혼,정규직,학사,실버,서울,없음,아니오,아니오,예,2025-09-18
CUST100344,,4639464.0,,,,,,남성,미혼,정규직,학사,가족형,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100345,49.022187714718505,1718122.0,16.82551458996155,18149.049405641807,88.91920551410237,39.2316292191847,5.02113448127769,여성,미혼,정규직,학사,기본,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100346,37.440161345888974,1000000.0,17.837546222873996,48799.046303511706,67.4856885127156,78.83992072014209,13.409907276034257,여성,미혼,비정규직,학사,프리미엄,울산,없음,아니오,아니오,아니오,2025-09-18
CUST100347,43.986717260121424,4621183.0,21.811882527848056,69011.04497537919,89.1280647068674,46.839124347452376,19.943089594659156,남성,미혼,은퇴,전문학사,기본,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100348,71.83563364734621,1859745.0,50.63160282349138,141192.077442084,124.91247205022084,115.22937603518194,38.74049518327242,남성,기혼,무직,전문학사,기본,부산,없음,예,아니오,예,2025-09-18
CUST100349,56.41791112067162,3230281.0,22.453954556345074,63304.04676414652,70.79620208885564,56.65732894432887,18.382070676413875,여성,기혼,정규직,고졸,표준,부산,없음,예,아니오,예,2025-09-18
CUST100350,,2095864.0,,,,,,여성,미혼,무직,학사,표준,대전,없음,아니오,아니오,아니오,2025-09-18
CUST100351,74.20145972698346,1337623.0,25.21039050661242,55196.06110601843,86.32044996244682,71.90467145423577,15.177164850593146,기타,기혼,정규직,학사,프리미엄,광주,없음,아니오,아니오,예,2025-09-18
CUST100352,71.84703377950235,4149755.0,30.428452811084934,72095.06434874085,65.18572503028933,113.2896933771706,20.80674378587791,여성,기혼,은퇴,전문학사,프리미엄,광주,없음,예,아니오,예,2025-09-18
CUST100353,51.35523804672414,4410986.0,12.834295136222602,41180.05680732772,84.93747478743934,87.8032278453376,12.334810519584977,,이혼,정규직,학사,실버,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100354,49.30403167953065,2808187.0,20.900428352416032,30124.043255767294,67.54748527692576,37.72551891319215,9.293072067199036,남성,기혼,정규직,학사,프리미엄,광주,없음,예,아니오,아니오,2025-09-18
CUST100355,68.79855099275218,1000000.0,49.45143205025959,144771.05839569608,93.56676047555563,75.88704272649065,41.70017974812413,여성,미혼,정규직,학사,표준,인천,없음,예,아니오,아니오,2025-09-18
CUST100356,57.104512230032945,2844506.0,21.263164052854254,58487.055573394726,87.90169902409883,72.09577463312915,17.07233966983113,남성,기혼,정규직,학사,프리미엄,울산,없음,아니오,아니오,아니오,2025-09-18
CUST100357,69.76117660589297,3970164.0,40.342614127955784,115467.06694991291,74.17978137267902,127.98896759296541,32.68513378123052,여성,,계약직,학사,실버,서울,경증,아니오,아니오,아니오,2025-09-18
CUST100358,56.182724348189154,,14.752634673551187,40592.04830913495,72.87365115021778,57.959887302618256,12.165028443049787,남성,미혼,은퇴,학사,프리미엄,인천,경증,예,아니오,예,2025-09-18
CUST100359,55.06414677503741,3720031.0,32.42933325820337,83798.06370388331,122.6247198578158,68.53170563480502,25.010988460169777,남성,미혼,정규직,전문학사,프리미엄,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100360,,3481628.0,,,,,,여성,미혼,비정규직,고졸,가족형,대구,없음,예,아니오,아니오,2025-09-18
CUST100361,77.1185632016671,4195149.0,18.943495925799123,62186.05910845636,75.60608919411402,83.59242128195402,17.08930443109519,여성,,계약직,고졸,기본,기타,없음,아니오,아니오,예,2025-09-18
CUST100362,52.30739907960462,3643496.0,14.641893895416915,44617.06483774678,105.16678389162918,94.84109498337673,15.283776556379518,남성,미혼,정규직,학사,프리미엄,대구,없음,예,아니오,아니오,2025-09-18
CUST100363,97.25727720897342,2332317.0,65.88974120961704,186468.0738417986,107.42095602009482,97.09202030212715,51.13378839647365,여성,기혼,정규직,석사,가족형,대전,없음,예,아니오,아니오,2025-09-18
CUST100364,57.08385548567975,4935885.0,10.413208349713132,25654.051428552644,70.64986024294583,69.44376836361762,8.078028995088294,남성,미혼,정규직,학사,실버,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100365,57.50645419638908,,35.42137557307105,74490.06231992523,74.92660124781374,106.7688477943586,20.460440988079927,남성,기혼,정규직,고졸,기본,기타,경증,아니오,아니오,예,2025-09-18
CUST100366,,3467234.0,,,,,,여성,기혼,정규직,학사,표준,인천,없음,예,아니오,아니오,2025-09-18
CUST100367,88.4793616742766,2380078.0,51.730629047697086,169013.08516146417,138.11792079222005,126.16962851735241,47.366454133140266,,미혼,정규직,석사,프리미엄,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100368,85.1414719743753,2968061.0,45.03842325436502,153275.06927257925,98.36942863703491,109.14867616332373,42.04086138495382,여성,미혼,정규직,석사,기본,기타,없음,예,아니오,아니오,2025-09-18
CUST100369,53.79205376938876,2438236.0,35.282169928892735,79227.04759304285,62.492302335088425,65.51120684259458,22.742125584666187,남성,미혼,정규직,학사,표준,대전,없음,아니오,아니오,아니오,2025-09-18
CUST100370,66.25296082325241,3292464.0,30.892147134064523,88126.06665091852,112.19751556674187,86.0785621151224,24.1996934327933,여성,미혼,무직,석사,표준,광주,없음,예,아니오,아니오,2025-09-18
CUST100371,,5554050.0,,,,,,여성,미혼,정규직,고졸,표준,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100372,80.47462195239106,1853718.0,29.554828171955855,78045.06095227765,63.187157287016916,95.93105610378686,22.43272601674852,남성,미혼,정규직,고졸,표준,울산,없음,아니오,아니오,아니오,2025-09-18
CUST100373,79.25144547185248,1563726.0,36.31077751406433,95408.0691475172,104.66549024959413,87.44390897529429,26.196021562721914,남성,기혼,정규직,고졸,표준,부산,없음,아니오,아니오,예,2025-09-18
CUST100374,119.3720410256823,5265404.0,67.0755394540626,190526.08066469574,126.81686495423902,77.08559459442593,54.252011912459054,,,정규직,학사,표준,광주,없음,아니오,아니오,예,2025-09-18
CUST100375,133.31494216209464,3248811.0,120.49673611042847,368705.0961193648,159.66381269296136,122.02690000543498,102.05515217047073,여성,미혼,정규직,고졸,표준,기타,없음,아니오,아니오,아니오,2025-09-18
CUST100376,79.94148588090735,2697112.0,33.80201439657331,101620.05467475616,78.53291819742027,61.14035781807009,28.881786347030737,남성,미혼,정규직,학사,표준,대전,없음,아니오,아니오,아니오,2025-09-18
CUST100377,77.75196601338428,,36.35355758940263,122720.06884688689,120.02489431810135,85.55597718038145,33.674541149774484,여성,기혼,정규직,학사,기본,광주,없음,예,아니오,아니오,2025-09-18
CUST100378,109.27560882672039,2773261.0,47.626874704683686,150114.0783644879,115.22190789662469,94.595559246527,42.1848652733061,남성,기혼,정규직,전문학사,기본,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100379,84.03461580655154,5691211.0,62.40990705462643,189294.07151191586,126.87524412187582,84.27641550748736,53.904976657161185,남성,기혼,정규직,석사,기본,대전,없음,아니오,아니오,예,2025-09-18
CUST100380,78.26751149910207,4313511.0,51.263241131561394,171916.0737590893,109.09694071348865,125.06203722938115,48.14914975141289,,기혼,정규직,고졸,표준,대전,없음,아니오,아니오,예,2025-09-18
CUST100381,48.20570098410816,2914506.0,16.25159708706808,51607.044365181864,73.93917047894217,54.82345531073234,14.177250393632773,남성,미혼,비정규직,전문학사,프리미엄,대전,없음,아니오,아니오,아니오,2025-09-18
CUST100382,47.33475883620897,6088769.0,38.76748120540948,106700.0440669095,63.99556269120809,66.15872523822179,31.260687893739597,여성,미혼,정규직,학사,기본,기타,없음,예,아니오,아니오,2025-09-18
CUST100383,82.49113490364904,2773142.0,56.09953607320737,172733.07467612525,115.21649891905099,108.46451548569352,51.37292939856278,여성,기혼,정규직,고졸,기본,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100384,91.57017973067889,4390514.0,69.29001475609056,216664.09104022806,152.06760834216396,135.0093929428402,61.41937883868131,여성,미혼,정규직,학사,프리미엄,대전,중증,아니오,아니오,아니오,2025-09-18
CUST100385,,3859151.0,,,,,,여성,사별,무직,석사,표준,서울,없음,예,아니오,아니오,2025-09-18
CUST100386,74.8284912663979,,35.33932255290766,104808.06345367504,77.50159535613747,100.9112792144218,32.76254233222676,여성,기혼,정규직,석사,실버,광주,없음,아니오,아니오,예,2025-09-18
CUST100387,95.31335242201848,5373813.0,34.57635576120385,113813.07998553278,109.23769402339718,121.00242876576057,31.247067253509762,여성,기혼,계약직,석사,프리미엄,울산,없음,아니오,아니오,아니오,2025-09-18
CUST100388,76.6366193861124,3538404.0,35.54107606581025,85906.06374992985,104.4981404065391,64.0437126077736,23.588734904441708,여성,미혼,계약직,전문학사,표준,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100389,,,,,,,,여성,기혼,정규직,학사,표준,광주,없음,예,아니오,아니오,2025-09-18
CUST100390,173.02338626821202,4051966.0,153.6095550693173,516897.1187104145,206.22956803391426,156.71749866365673,144.65533882578768,여성,기혼,정규직,고졸,표준,서울,없음,아니오,아니오,예,2025-09-18
CUST100391,66.86032409759177,2686741.0,22.44302266328638,72161.05889208498,95.48982686901788,73.40912827277712,19.820446111883978,남성,미혼,정규직,전문학사,기본,광주,없음,예,아니오,아니오,2025-09-18
CUST100392,,5916064.0,,,,,,여성,미혼,정규직,고졸,기본,광주,경증,아니오,아니오,아니오,2025-09-18
CUST100393,67.43451481236758,3663842.0,7.410799621552954,16014.052848858923,91.34661953287147,40.017954218377426,4.44084644660315,여성,기혼,정규직,전문학사,기본,기타,없음,아니오,아니오,예,2025-09-18
